0,42,3.5582115038960738
0,47,3.7876666309955667
0,70,3.4672639064092756
0,86,3.9997555272633116
0,97,3.594042153020604
0,116,3.2816904058672836
0,133,3.420796992933925
0,207,3.813062029729514
0,208,3.5389565268481493
0,209,3.7762766232085188
0,231,3.4805497390223317
0,295,3.4103716908255413
0,339,3.6095162821085265
0,372,3.726577487376946
0,482,4.366640880178786
0,553,3.6725932611311674
0,573,4.338686576242456
0,605,3.825788875041067
0,698,4.008313652298106
0,730,3.616874172786561
0,739,0.3674337765216973
0,769,3.7388786641812763
0,843,3.0928043899582325
0,892,3.350135941998197
0,893,3.938201534581429
0,943,5.168679270337859
0,958,3.7753710389089448
0,1006,3.616629551454602
0,1021,4.302094172207335
0,1062,2.842047099995989
0,1073,3.8275160093093
0,1159,2.362472780065962
0,1252,3.9420377055756117
0,1539,3.3309265944645006
0,1560,2.9719522354901415
0,1659,2.7123189428629
0,2415,2.8725932611311675
0,2477,3.784259927797834
0,2562,3.085312559376782
0,2776,4.066482002376589
0,2830,2.3785456420835485
0,2934,3.664259927797834
0,3070,3.664259927797834
0,3317,5.218805382343289
0,3394,4.108704372242279
0,3429,3.664259927797834
0,3470,3.664259927797834
0,3606,3.664259927797834
0,3697,4.442037705575611
0,3706,3.6475932611311674
1,56,3.571757056681702
1,108,3.3919312169312166
1,143,3.223255947794692
1,159,2.854761904761905
1,209,2.897596689351659
1,283,3.0982463974262964
1,339,2.6453033887230895
1,391,4.713440860215053
1,406,3.374236000066646
1,463,3.349105926515035
1,623,1.8916666666666666
1,715,3.236006590964063
1,1013,3.8628205128205124
1,1076,3.633270250753311
1,1089,3.037133237647713
1,1108,3.0166666666666666
1,1109,3.0166666666666666
1,1159,2.053232372943236
1,1279,4.519686158928993
1,1335,3.4611111111111112
1,1487,1.855287356321839
1,1523,3.307107843137255
1,1532,3.0166666666666666
1,1573,3.0166666666666666
1,1586,3.0166666666666666
1,1666,3.708974358974359
1,1734,3.0166666666666666
1,1831,3.1043266976809107
1,1835,3.0166666666666666
1,1895,3.0166666666666666
1,1909,4.781372549019608
1,1929,3.0166666666666666
1,2124,3.0166666666666666
1,2272,4.493460544519933
1,2398,3.334848484848485
1,2446,2.5439181316124517
1,2803,2.705072463768116
1,2820,3.0166666666666666
1,3227,2.0935897435897433
1,3266,3.0166666666666666
1,3680,3.0166666666666666
2,264,2.10272536687631
2,394,3.547169811320755
2,420,3.705299843948932
2,464,3.547169811320755
2,502,3.547169811320755
2,532,3.6615599125499414
2,628,3.547169811320755
2,674,3.7779390420899857
2,936,3.1799740441249877
2,1069,3.547169811320755
2,1071,3.713078902229846
2,1296,3.547169811320755
2,1343,3.547169811320755
2,1416,4.475741239892184
2,1636,3.547169811320755
2,1719,3.780036546032692
2,1773,3.547169811320755
2,1872,3.547169811320755
2,1913,3.4900429336223677
2,2125,3.547169811320755
2,2300,4.547169811320755
2,2403,3.547169811320755
2,2703,3.547169811320755
2,2860,3.547169811320755
2,2942,2.8548621190130623
2,3066,4.66255442670537
2,3210,3.547169811320755
2,3226,3.547169811320755
2,3257,2.713836477987422
2,3324,3.547169811320755
2,3373,3.547169811320755
2,3398,3.547169811320755
2,3400,3.547169811320755
2,3440,3.547169811320755
2,3450,3.547169811320755
2,3458,3.547169811320755
2,3563,3.547169811320755
2,3711,3.547169811320755
3,8,4.077146643022425
3,19,4.5532433881830565
3,20,4.39480608617254
3,23,4.270191086700984
3,42,4.549142106487
3,44,3.695118338726429
3,64,4.126937653675719
3,92,4.506522241406394
3,105,4.092280220918676
3,107,4.651141517616678
3,120,4.5794961417152305
3,141,4.059600225775655
3,167,4.383372928678741
3,173,4.431427914651251
3,303,3.872060136863798
3,409,4.1582274827321415
3,454,4.0841653460899146
3,490,4.03318699941267
3,497,3.8862093193635627
3,509,4.810524359401066
3,523,4.182532057419104
3,526,3.5851006051491616
3,540,4.660909077230521
3,654,4.485217422822598
3,872,5.066139657444006
3,974,3.7370600414078674
3,1551,4.311594202898551
3,2785,4.311594202898551
3,3286,4.311594202898551
3,3385,4.311594202898551
3,3392,3.4365942028985508
3,3512,4.129776021080369
3,3707,4.311594202898551
4,17,4.255423504999056
4,21,3.7902527883523676
4,71,3.490255528676468
4,78,3.9505981233846432
4,85,4.615836594727452
4,130,4.467392791052256
4,154,3.5190986374752535
4,168,3.8548387096774195
4,174,3.5190986374752535
4,219,3.452166050320597
4,384,4.558024412863123
4,401,4.101752289924333
4,543,3.8548387096774195
4,547,4.139560931899641
4,583,3.8548387096774195
4,978,4.150801363207005
4,1127,3.8548387096774195
4,1511,3.8548387096774195
4,1615,3.8548387096774195
4,1914,3.679951179635763
4,2051,2.0779294521869165
4,2340,3.8548387096774195
4,2565,3.299283154121864
4,2804,3.683956102577751
4,3175,5.35483870967742
4,3592,3.8548387096774195
5,16,3.3883244279278997
5,42,3.6068609242199527
5,54,3.0516764102509413
5,110,3.0028506305836973
5,222,3.053941632762439
5,257,3.5016778474049177
5,266,3.6112502762837986
5,348,3.1174553671270133
5,600,3.052295918367347
5,613,2.561224489795918
5,718,3.2755102040816326
5,723,3.093692022263451
5,945,0.2755102040816326
5,1043,3.655467866355197
5,1244,4.121664050235479
5,1493,3.2755102040816326
5,1747,3.2755102040816326
5,2089,3.2755102040816326
5,2199,3.3380102040816326
5,2414,1.7861485019539731
5,2575,1.989795918367347
5,2639,3.6467384340528812
5,2844,3.2755102040816326
5,3224,3.2755102040816326
6,86,3.2314993341475606
6,97,2.9342891278375145
6,242,3.086095837435419
6,448,2.3741039426523294
6,530,3.193548387096774
6,691,3.480098094699113
6,884,2.8619244554728422
6,961,3.6578341013824884
6,1400,3.193548387096774
6,1471,3.560895325872284
6,1667,5.068548387096774
6,2059,3.193548387096774
6,2071,2.7332919768403636
6,2095,4.568548387096774
6,2296,3.193548387096774
6,2341,2.9861130422691877
6,2381,3.3852150537634405
6,2431,3.6858560794044664
6,2787,3.5612184964389515
6,2866,3.193548387096774
6,2969,3.193548387096774
6,3108,5.293548387096774
6,3110,3.193548387096774
6,3661,2.8852150537634405
7,867,4.40475222513324
7,1096,4.527461302522726
7,1132,4.421834749309689
7,1206,4.408423874266567
7,1284,3.509157509157509
7,1758,2.6371891018926368
7,1783,4.482967032967033
7,1788,5.175824175824176
7,1907,3.933504667375635
7,2103,4.000708968450904
7,2129,4.032967032967033
7,2137,5.405769310069504
7,2348,4.032967032967033
7,2581,4.032967032967033
7,2670,4.032967032967033
7,2676,4.032967032967033
7,2722,4.309437621202327
7,3146,4.032967032967033
7,3321,4.032967032967033
7,3377,4.032967032967033
7,3383,4.032967032967033
7,3669,4.032967032967033
7,3676,4.032967032967033
8,97,3.1931818181818183
8,123,3.1931818181818183
8,187,1.4037081339712922
8,209,4.722593582887701
8,310,3.832397504456328
8,360,3.1931818181818183
8,442,3.1931818181818183
8,459,3.1931818181818183
8,474,3.1931818181818183
8,504,2.1731818181818183
8,584,2.677052785923754
8,615,3.7646103896103895
8,775,3.1931818181818183
8,819,3.1931818181818183
8,917,3.1931818181818183
8,949,2.8200336700336703
8,1006,3.1931818181818183
8,1362,3.978896103896104
8,1392,2.993181818181818
8,2663,2.953181818181818
9,178,4.738095238095238
9,272,4.738095238095238
